meal_id,meal_name,meal_type,region,cuisine,diet_type,ingredients,serving_size_g,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,source_name,source_type,retrieved_date
IND_MEAL_163,Beans with coconut (Nariyal aur sem/phali; Beans thoran) with Fettuccine with spinach sauce,Lunch,South Indian,South Indian Cuisine,Vegetarian,"Beans with coconut (Nariyal aur sem/phali; Beans thoran) (150g), Fettuccine with spinach sauce (100g)",250,326.65,7.03,18.77,24.91,9.15,4.27,561.06,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_164,Cauliflower with coconut (Nariyal ke saath phoolgobhi) with Paneer kaathi roll,Dinner,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Cauliflower with coconut (Nariyal ke saath phoolgobhi) (150g), Paneer kaathi roll (100g)",250,484.11,10.88,26.09,36.89,10.3,5.86,650.12,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_165,Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar) with Whole moong (Moong ki dal),Snack,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar) (150g), Whole moong (Moong ki dal) (100g)",250,213.62,4.98,12.71,15.49,8.8,4.13,453.26,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_166,Raw turnip with coconut with Lobia curry,Beverage,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Raw turnip with coconut (150g), Lobia curry (100g)",250,347.22,8.76,26.55,22.83,8.76,9.11,768.74,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_167,Raw papaya with coconut (Papaya thoran) with Potato cauliflower (Aloo gobhi),Dessert,South Indian,South Indian Cuisine,Vegetarian,"Raw papaya with coconut (Papaya thoran) (150g), Potato cauliflower (Aloo gobhi) (100g)",250,305.31,4.21,14.36,25.26,9.48,6.17,660.6,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_168,Stuffed okra (Bharwa bhindi) with Beans with coconut (Nariyal aur sem/phali; Beans thoran),Breakfast,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Stuffed okra (Bharwa bhindi) (150g), Beans with coconut (Nariyal aur sem/phali; Beans thoran) (100g)",250,273.14,5.74,10.16,22.88,11.82,2.78,586.69,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_169,Stuffed round gourd (Bharwa tinde) with Stuffed capsicum (Bharwa shimla mirch),Lunch,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Stuffed round gourd (Bharwa tinde) (150g), Stuffed capsicum (Bharwa shimla mirch) (100g)",250,200.14,2.99,14.29,14.32,5.16,4.15,444.17,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_170,Stuffed capsicum (Bharwa shimla mirch) with Pea vadi curry,Dinner,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Stuffed capsicum (Bharwa shimla mirch) (150g), Pea vadi curry (100g)",250,238.36,6.65,21.29,13.63,7.29,3.73,410.42,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_171,Stuffed brinjal (Bharwa baingan) with Lotus stem kofta curry (Kamal kakdi kofta curry),Snack,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Stuffed brinjal (Bharwa baingan) (150g), Lotus stem kofta curry (Kamal kakdi kofta curry) (100g)",250,773.06,3.25,10.95,79.36,7.14,2.26,427.93,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_172,Stuffed tomatoes (Bharwa tamatar) with Baked vegetables,Beverage,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Stuffed tomatoes (Bharwa tamatar) (150g), Baked vegetables (100g)",250,229.01,8.59,17.73,13.53,5.64,6.58,373.47,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_173,Pea potato curry (Aloo matar) with Spinach paneer (Palak paneer),Dessert,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Pea potato curry (Aloo matar) (150g), Spinach paneer (Palak paneer) (100g)",250,229.06,9.25,19.04,12.46,7.33,5.34,399.12,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_174,Pea paneer curry (Matar paneer) with Paneer in butter sauce,Breakfast,North Indian,North Indian Cuisine,Vegetarian,"Pea paneer curry (Matar paneer) (150g), Paneer in butter sauce (100g)",250,347.86,16.91,23.63,20.44,6.45,13.32,387.46,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_175,Pea mushroom curry (Matar mushroom) with Pea keema curry (Matar keema ki sabzi),Lunch,Pan-Indian,Pan-Indian Cuisine,Non-Vegetarian,"Pea mushroom curry (Matar mushroom) (150g), Pea keema curry (Matar keema ki sabzi) (100g)",250,272.95,14.23,17.36,15.88,8.75,4.55,381.6,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_176,Pea curry (Matar ki sabzi) with Shammi kebab,Dinner,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Pea curry (Matar ki sabzi) (150g), Shammi kebab (100g)",250,840.18,11.29,17.34,80.28,7.71,3.28,286.39,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_177,Pea vadi curry with Chilli chicken,Snack,Pan-Indian,Pan-Indian Cuisine,Non-Vegetarian,"Pea vadi curry (150g), Chilli chicken (100g)",250,351.75,16.53,16.21,24.18,7.41,3.81,448.01,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_178,Paneer curry with Fish tikka,Beverage,North Indian,North Indian Cuisine,Non-Vegetarian,"Paneer curry (150g), Fish tikka (100g)",250,382.11,27.7,16.51,22.72,3.28,10.62,827.58,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_179,Lotus stem curry (Kamal kakdi curry) with Mixed pulse and vegetable salad,Dessert,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Lotus stem curry (Kamal kakdi curry) (150g), Mixed pulse and vegetable salad (100g)",250,248.63,7.04,27.82,11.71,7.67,4.5,453.36,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_180,Gravy for kofta with Fruit salad (Phalon ka salaad),Breakfast,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Gravy for kofta (150g), Fruit salad (Phalon ka salaad) (100g)",250,266.52,3.54,25.43,16.74,4.52,15.38,476.4,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_181,Pea kofta curry (Matar kofta curry) with Mint raita (Pudinay ka raita),Lunch,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Pea kofta curry (Matar kofta curry) (150g), Mint raita (Pudinay ka raita) (100g)",250,971.08,8.65,13.91,98.05,2.89,8.8,398.99,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_182,Spinach kofta curry (Palak kofta curry) with Rice kheer (Chawal ki kheer),Dinner,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Spinach kofta curry (Palak kofta curry) (150g), Rice kheer (Chawal ki kheer) (100g)",250,932.7,3.94,15.39,95.2,1.55,9.25,173.01,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_183,Paneer kofta curry with Cauliflower kheer (Phoolgobhi ki kheer),Snack,North Indian,North Indian Cuisine,Vegetarian,"Paneer kofta curry (150g), Cauliflower kheer (Phoolgobhi ki kheer) (100g)",250,1088.32,6.62,13.68,112.04,1.15,11.46,207.77,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_184,Lotus stem kofta curry (Kamal kakdi kofta curry) with Potato halwa (Aloo ka halwa),Beverage,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Lotus stem kofta curry (Kamal kakdi kofta curry) (150g), Potato halwa (Aloo ka halwa) (100g)",250,1102.0,2.97,36.7,105.12,3.16,18.74,167.14,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_185,Raw banana kofta curry (Kela kofta curry) with Mango ice cream,Dessert,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Raw banana kofta curry (Kela kofta curry) (150g), Mango ice cream (100g)",250,1066.6,4.33,16.24,109.59,1.41,14.46,161.73,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_186,Cauliflower kofta curry (Phoolgobhi kofta curry) with Pineapple souffle,Breakfast,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Cauliflower kofta curry (Phoolgobhi kofta curry) (150g), Pineapple souffle (100g)",250,1157.79,9.62,19.45,116.15,1.5,14.69,199.65,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_187,Cabbage kofta curry (Pattagobhi kofta curry) with Snow flakes pudding,Lunch,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Cabbage kofta curry (Pattagobhi kofta curry) (150g), Snow flakes pudding (100g)",250,1054.92,6.14,12.38,109.07,1.38,9.34,178.87,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_188,Ghiya/Lauki Kofta Curry with Queen of pudding,Dinner,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Ghiya/Lauki Kofta Curry (150g), Queen of pudding (100g)",250,1090.99,6.84,20.41,109.48,1.51,13.0,222.74,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_189,Spinach paneer kofta curry (Palak paneer kofta curry) with Hot vanilla souffle,Snack,North Indian,North Indian Cuisine,Vegetarian,"Spinach paneer kofta curry (Palak paneer kofta curry) (150g), Hot vanilla souffle (100g)",250,1101.97,9.02,26.18,107.19,1.25,19.91,208.65,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_190,Vegetarian egg kofta curry with Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),Beverage,Pan-Indian,Pan-Indian Cuisine,Non-Vegetarian,"Vegetarian egg kofta curry (150g), Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ) (100g)",250,1369.83,8.71,59.25,122.72,5.64,35.06,158.24,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_191,Baked vegetables with Gulab Jamun with khoya,Dessert,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Baked vegetables (150g), Gulab Jamun with khoya (100g)",250,719.54,7.54,38.75,59.89,3.58,27.96,202.14,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_192,Cauliflower musallam (Phoolgobhi musallam) with Spinach pakora/pakoda (Palak pakoda),Breakfast,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Cauliflower musallam (Phoolgobhi musallam) (150g), Spinach pakora/pakoda (Palak pakoda) (100g)",250,800.87,4.79,11.4,81.7,5.61,2.77,254.58,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_193,Baked vegetables with spinach with Minced meat samosa (Keema ka samosa),Lunch,Pan-Indian,Pan-Indian Cuisine,Non-Vegetarian,"Baked vegetables with spinach (150g), Minced meat samosa (Keema ka samosa) (100g)",250,737.67,9.26,16.54,70.31,3.89,3.63,272.91,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_194,Baked potato with skin with Fish cutlet (Machli ka cutlet),Dinner,Pan-Indian,Pan-Indian Cuisine,Non-Vegetarian,"Baked potato with skin (150g), Fish cutlet (Machli ka cutlet) (100g)",250,858.3,7.92,19.79,82.86,2.34,2.78,607.08,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_195,Shepherd's pie (vegetarian) with Masala vada,Snack,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Shepherd's pie (vegetarian) (150g), Masala vada (100g)",250,1029.46,9.25,22.1,100.1,4.42,4.41,251.83,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_196,Baked brinjal in tomato sauce with Peanut chutney (Mungfali ki chutney),Beverage,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Baked brinjal in tomato sauce (150g), Peanut chutney (Mungfali ki chutney) (100g)",250,316.31,14.17,16.06,21.49,9.24,6.06,594.83,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_197,Dum aloo with Pineapple tart,Dessert,Pan-Indian,Pan-Indian Cuisine,Vegetarian,"Dum aloo (150g), Pineapple tart (100g)",250,1218.9,3.34,33.62,119.23,1.89,12.15,313.65,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_198,Spinach paneer (Palak paneer) with Cream puffs,Breakfast,North Indian,North Indian Cuisine,Vegetarian,"Spinach paneer (Palak paneer) (150g), Cream puffs (100g)",250,337.85,10.75,22.64,22.62,3.24,9.77,349.06,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_199,Methi chaman with Hot fish souffle,Lunch,Pan-Indian,Pan-Indian Cuisine,Non-Vegetarian,"Methi chaman (150g), Hot fish souffle (100g)",250,856.35,13.54,7.86,85.6,0.9,4.37,193.35,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
IND_MEAL_200,Sarson ka saag with Fruit Loaf,Dinner,North Indian,North Indian Cuisine,Vegetarian,"Sarson ka saag (150g), Fruit Loaf (100g)",250,455.95,9.86,54.48,22.1,6.41,25.66,408.77,Calculated from Indian Food Composition Data,Composite Recipe Engine,2026-09-01
